id;the_geom;id;sub_area;type;types;flats;height;levels
buildings_lambert93.1153;MULTIPOLYGON (((912276.2560947092 6234057.667929075, 912271.044521534 6234060.16532929, 912274.3173997863 6234067.058945408, 912279.5289689094 6234064.561547987, 912276.2560947092 6234057.667929075)));2042;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1154;MULTIPOLYGON (((911008.000487611 6233696.2880058605, 911011.6546175759 6233691.624922442, 911006.0930379839 6233687.4376846375, 911002.4425608665 6233691.989655277, 911008.000487611 6233696.2880058605)));2043;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1155;MULTIPOLYGON (((912573.5538960936 6235349.276994922, 912570.9358441718 6235339.8465159135, 912568.9623813889 6235340.448590223, 912571.6617436449 6235349.881760437, 912573.5538960936 6235349.276994922)));2044;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1156;MULTIPOLYGON (((911088.8361129509 6235197.286680235, 911089.3258490539 6235202.19711728, 911093.8161457076 6235201.788575686, 911093.1930197913 6235195.983873274, 911088.8361129509 6235197.286680235)));2045;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1157;MULTIPOLYGON (((912172.375745917 6234185.71624077, 912177.6354588787 6234184.221485473, 912173.52618814 6234173.073308575, 912168.7544032275 6234174.584189096, 912172.375745917 6234185.71624077)));2047;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1158;MULTIPOLYGON (((912156.881423947 6234304.783321314, 912160.663127426 6234306.131866795, 912169.140336887 6234295.95575233, 912160.9410351639 6234292.79269867, 912156.881423947 6234304.783321314)));2049;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1159;MULTIPOLYGON (((911451.960774387 6233555.493596621, 911461.0945628227 6233552.568484966, 911459.9249884478 6233548.525462767, 911450.6285338863 6233551.445220457, 911451.960774387 6233555.493596621)));2050;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1160;MULTIPOLYGON (((910272.6188483019 6235571.502802738, 910274.3019368623 6235567.33103168, 910271.4853754503 6235566.348909092, 910269.8132062638 6235570.187336136, 910272.6188483019 6235571.502802738)));2051;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1161;MULTIPOLYGON (((911158.6279592232 6234092.23345817, 911167.6000799022 6234094.197031731, 911168.2716570221 6234091.104513113, 911159.1405384913 6234089.024474558, 911158.6279592232 6234092.23345817)));2052;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1162;MULTIPOLYGON (((910153.2310184257 6236085.720929083, 910153.4252617058 6236089.73169911, 910160.0249825672 6236089.502820441, 910159.9120418336 6236085.49471171, 910153.2310184257 6236085.720929083)));2056;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1163;MULTIPOLYGON (((912544.7860155744 6234998.710470909, 912543.396351381 6234998.886940165, 912544.8321057251 6235009.613117252, 912545.8928410499 6235009.53699554, 912544.7860155744 6234998.710470909)));2057;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1164;MULTIPOLYGON (((910904.5484284472 6235085.890970239, 910907.5496396057 6235086.212025935, 910908.5223411454 6235078.902475828, 910905.6097377401 6235078.361860637, 910904.5484284472 6235085.890970239)));2058;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1165;MULTIPOLYGON (((911884.1507332574 6233974.416799715, 911913.5237916731 6233974.941095725, 911913.501135238 6233973.160566275, 911884.2130601899 6233972.527838348, 911884.1507332574 6233974.416799715)));2059;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1166;MULTIPOLYGON (((912455.4404435697 6235836.471695916, 912455.5544361603 6235833.027176695, 912452.0547879866 6235833.0225958405, 912451.8631727822 6235836.353311055, 912455.4404435697 6235836.471695916)));2061;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1167;MULTIPOLYGON (((910890.191929651 6235019.902042314, 910896.3789372634 6235019.882793339, 910896.6401053475 6235016.888028823, 910890.2274072526 6235016.343690003, 910890.191929651 6235019.902042314)));2062;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1168;MULTIPOLYGON (((911806.9083928294 6235281.781187247, 911844.102447684 6235279.448799048, 911843.813225982 6235275.879726706, 911806.7854337556 6235278.106367086, 911806.9083928294 6235281.781187247)));2063;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1169;MULTIPOLYGON (((912118.8418816447 6234209.309513116, 912114.8920769471 6234200.725081295, 912108.6088120071 6234203.632149133, 912112.1520120337 6234212.203145679, 912118.8418816447 6234209.309513116)));2067;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1170;MULTIPOLYGON (((912527.9366693972 6235512.617906841, 912526.2546123393 6235509.336395158, 912522.6072741428 6235511.329132172, 912524.3743163233 6235514.502220561, 912527.9366693972 6235512.617906841)));2072;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1171;MULTIPOLYGON (((911053.0267474087 6234119.7966191, 911056.3390923056 6234120.572900089, 911057.0252219168 6234117.035907719, 911053.7092232304 6234116.370742067, 911053.0267474087 6234119.7966191)));2073;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1172;MULTIPOLYGON (((911997.8813760879 6234171.832844184, 912001.3360467233 6234165.828903563, 911998.7814070826 6234164.298492322, 911995.3677093381 6234171.527385799, 911997.8813760879 6234171.832844184)));2074;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1173;MULTIPOLYGON (((911282.0098668946 6234645.128606697, 911284.8632638062 6234645.000027489, 911283.7925418013 6234637.95696117, 911281.5969885578 6234637.884716305, 911282.0098668946 6234645.128606697)));2077;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1174;MULTIPOLYGON (((910791.6627891462 6235325.687766375, 910790.8113863154 6235303.524121343, 910775.3758339428 6235304.107461073, 910776.2272896738 6235326.271103873, 910791.6627891462 6235325.687766375)));2083;Boundary3;residential;residential;1;0.0;0
buildings_lambert93.1175;MULTIPOLYGON (((911384.976796041 6234620.708680723, 911391.349625586 6234622.475780852, 911394.753436872 6234610.574403126, 911388.4655713753 6234608.698861431, 911384.976796041 6234620.708680723)));2088;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1176;MULTIPOLYGON (((912603.2702465935 6235440.028136067, 912599.4528730792 6235442.23767317, 912601.4527804465 6235445.752202964, 912605.281191349 6235443.209325821, 912603.2702465935 6235440.028136067)));2090;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1177;MULTIPOLYGON (((911456.699594614 6233564.882250911, 911464.1811524543 6233562.681396928, 911461.5422996866 6233553.806828434, 911454.0607327281 6233556.007685651, 911456.699594614 6233564.882250911)));2091;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1178;MULTIPOLYGON (((910965.8972185309 6234858.762367043, 910969.4192767685 6234858.099446154, 910968.0037569935 6234849.15412787, 910964.2341009169 6234849.920149621, 910965.8972185309 6234858.762367043)));2092;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1179;MULTIPOLYGON (((911979.289728465 6235045.644485337, 911977.9704000142 6235046.157104723, 911980.9954144994 6235053.153581848, 911982.4810334586 6235052.5352178775, 911979.289728465 6235045.644485337)));2093;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1180;MULTIPOLYGON (((912140.3490695782 6234199.007603105, 912136.155318563 6234190.415097722, 912131.2728680571 6234192.812239764, 912135.3816306465 6234201.513170314, 912140.3490695782 6234199.007603105)));2094;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1181;MULTIPOLYGON (((912262.2594572798 6234032.84446322, 912257.0961399153 6234036.3445994295, 912262.6109620456 6234051.766289869, 912268.1588541849 6234048.946290196, 912262.2594572798 6234032.84446322)));2095;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1182;MULTIPOLYGON (((912338.3843736413 6235022.359783716, 912346.3262869966 6235018.506715112, 912341.8191873156 6235009.570026963, 912334.1285515204 6235013.20894002, 912338.3843736413 6235022.359783716)));2098;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1183;MULTIPOLYGON (((911820.1753655073 6234030.705278633, 911821.8957729032 6234022.975489094, 911819.0017652863 6234024.326099757, 911817.986934977 6234030.410619632, 911820.1753655073 6234030.705278633)));2101;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1184;MULTIPOLYGON (((912089.3961629143 6234427.917144983, 912088.142762576 6234426.42967635, 912082.9504867019 6234430.818860728, 912083.8602597655 6234432.851159189, 912089.3961629143 6234427.917144983)));2103;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1185;MULTIPOLYGON (((912484.9325122772 6235894.622668599, 912488.2768813238 6235894.399658503, 912488.1469897397 6235890.94706831, 912484.6363393669 6235891.275810024, 912484.9325122772 6235894.622668599)));2104;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1186;MULTIPOLYGON (((911766.1795697525 6234028.813182061, 911765.0578158182 6234035.672835868, 911767.3239064789 6234036.081274071, 911768.3643383033 6234029.218938791, 911766.1795697525 6234028.813182061)));2105;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1187;MULTIPOLYGON (((911264.242508387 6233648.538305734, 911258.9652433841 6233643.136598086, 911257.4428299905 6233644.866296226, 911263.0307903835 6233650.7231684085, 911264.242508387 6233648.538305734)));2106;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1188;MULTIPOLYGON (((911856.7560714217 6234461.728357854, 911856.9980328045 6234454.394768691, 911846.1862566329 6234453.926822626, 911846.0182948348 6234461.485325053, 911856.7560714217 6234461.728357854)));2107;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1189;MULTIPOLYGON (((911703.8170386914 6233448.438771167, 911705.9316667982 6233448.5084793065, 911706.1404534677 6233442.174872461, 911704.1071552065 6233442.107845325, 911703.8170386914 6233448.438771167)));2108;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1190;MULTIPOLYGON (((911772.9137311393 6233493.765479167, 911768.7819370526 6233498.078698489, 911770.2795974346 6233499.574160407, 911774.4963870532 6233495.152508232, 911772.9137311393 6233493.765479167)));2109;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1191;MULTIPOLYGON (((912115.295247488 6234186.055206273, 912109.3445989448 6234188.750788718, 912114.8920769471 6234200.725081295, 912120.7650653785 6234197.915702836, 912115.295247488 6234186.055206273)));2112;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1192;MULTIPOLYGON (((911919.3557621485 6234318.742262123, 911921.714066174 6234318.820092714, 911922.6433352868 6234310.396818014, 911920.370016202 6234310.210555816, 911919.3557621485 6234318.742262123)));2114;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1193;MULTIPOLYGON (((912445.9554644477 6234748.050798124, 912452.9392836145 6234758.404356431, 912459.1073556191 6234754.047769479, 912452.9738923819 6234745.057173291, 912445.9554644477 6234748.050798124)));2115;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1194;MULTIPOLYGON (((911659.5013396258 6233681.353456445, 911651.8953307903 6233687.332015973, 911656.7326343129 6233693.720684479, 911664.3349783273 6233687.853246699, 911659.5013396258 6233681.353456445)));2116;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1195;MULTIPOLYGON (((910926.730311103 6234519.654259576, 910927.188422042 6234528.011958449, 910930.2154451325 6234527.55521763, 910929.6650694981 6234519.528193561, 910926.730311103 6234519.654259576)));2117;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1196;MULTIPOLYGON (((911685.9370159456 6234378.563295138, 911681.8871318488 6234382.879221746, 911683.2827604174 6234389.933091656, 911688.6125132475 6234388.773964779, 911685.9370159456 6234378.563295138)));2118;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1197;MULTIPOLYGON (((911135.0199260587 6233886.671934402, 911136.9233109013 6233885.733390915, 911133.6162492299 6233879.840390056, 911131.5502104631 6233880.773586923, 911135.0199260587 6233886.671934402)));2121;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1198;MULTIPOLYGON (((911561.916344755 6233685.25703726, 911568.8829278378 6233691.270837838, 911570.7490359646 6233688.996352634, 911563.9414491237 6233683.0990243135, 911561.916344755 6233685.25703726)));2122;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1199;MULTIPOLYGON (((911475.5925412145 6234879.867795608, 911477.1850786394 6234878.474188203, 911472.5778703832 6234872.538204034, 911470.9040188093 6234873.929134524, 911475.5925412145 6234879.867795608)));2124;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.1200;MULTIPOLYGON (((912281.3813189119 6234119.351134404, 912285.7685961392 6234117.160204417, 912280.4212412141 6234106.527202075, 912276.20027903 6234108.612397484, 912281.3813189119 6234119.351134404)));2126;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1201;MULTIPOLYGON (((911465.4168585285 6233641.3662134735, 911467.0279774314 6233639.417010814, 911463.3152590503 6233635.957666208, 911461.6228110527 6233637.904191842, 911465.4168585285 6233641.3662134735)));2128;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1202;MULTIPOLYGON (((911712.791062672 6233539.281213199, 911711.4238362174 6233541.238399309, 911716.5264309184 6233544.521239026, 911717.8086644885 6233542.672488626, 911712.791062672 6233539.281213199)));2129;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1203;MULTIPOLYGON (((912125.2706305163 6234243.893890909, 912122.9882418867 6234236.588136302, 912117.5659414099 6234238.077563064, 912119.7706842467 6234245.269514297, 912125.2706305163 6234243.893890909)));2131;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1204;MULTIPOLYGON (((912309.557260053 6234089.581362485, 912306.1994345081 6234082.796155846, 912300.6515528391 6234085.616121923, 912303.8504086921 6234092.28483313, 912309.557260053 6234089.581362485)));2132;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1205;MULTIPOLYGON (((911634.8645953262 6233734.713634863, 911631.1321752153 6233726.915322299, 911629.3136580692 6233727.74528502, 911632.9610897695 6233735.652032006, 911634.8645953262 6233734.713634863)));2134;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1206;MULTIPOLYGON (((911048.1055339073 6235257.683023557, 911051.191620939 6235257.895704125, 911051.5113001808 6235253.123114851, 911048.4252108553 6235252.910434124, 911048.1055339073 6235257.683023557)));2136;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1207;MULTIPOLYGON (((911521.6919225801 6233907.8506325325, 911515.6400485227 6233906.205225062, 911512.0218333746 6233919.656863533, 911517.9110436493 6233921.296910018, 911521.6919225801 6233907.8506325325)));2137;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1208;MULTIPOLYGON (((911278.2903859977 6234416.750886979, 911273.7693928377 6234415.6010124665, 911272.8282380574 6234419.46329312, 911277.3492286064 6234420.613166938, 911278.2903859977 6234416.750886979)));2138;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1209;MULTIPOLYGON (((911094.7408763308 6234024.726324805, 911094.9319910313 6234031.295521267, 911100.3103642437 6234031.138617874, 911100.1156022485 6234024.680536992, 911094.7408763308 6234024.726324805)));2141;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1210;MULTIPOLYGON (((912291.1871731301 6234401.437005115, 912285.2733734467 6234403.021272054, 912286.9306655731 6234409.527764458, 912293.0070992375 6234407.948876186, 912291.1871731301 6234401.437005115)));2142;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1211;MULTIPOLYGON (((912175.5056956322 6234899.065329467, 912183.3925727425 6234896.878772496, 912182.8784575154 6234895.19324581, 912174.9842349319 6234897.602032349, 912175.5056956322 6234899.065329467)));2145;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1212;MULTIPOLYGON (((911229.4989830748 6234296.346000708, 911237.368854411 6234297.161063855, 911237.5196259577 6234295.052545322, 911229.5647757506 6234294.345922383, 911229.4989830748 6234296.346000708)));2148;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1213;MULTIPOLYGON (((910450.680569783 6236011.70621709, 910447.5511248357 6236012.8271994125, 910446.4929172678 6236017.798033652, 910448.9136836769 6236018.433560798, 910450.680569783 6236011.70621709)));2149;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1214;MULTIPOLYGON (((911946.7234752375 6234446.565867795, 911949.1526789357 6234449.426950424, 911953.8459271549 6234445.354898039, 911951.7383331646 6234442.615665323, 911946.7234752375 6234446.565867795)));2150;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1215;MULTIPOLYGON (((911753.7598720865 6233479.563026923, 911750.6524175092 6233484.911163215, 911752.3274029505 6233485.967521007, 911755.5975213791 6233480.624749011, 911753.7598720865 6233479.563026923)));2151;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1216;MULTIPOLYGON (((911005.2484348825 6234270.619317434, 911004.3658468582 6234272.703791747, 911015.8852650694 6234276.419396296, 911016.5202408154 6234274.438022115, 911005.2484348825 6234270.619317434)));2153;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1217;MULTIPOLYGON (((912085.0283189235 6234153.464375581, 912091.0578086432 6234155.777007845, 912092.5021044484 6234151.486494197, 912086.7165800126 6234149.181918256, 912085.0283189235 6234153.464375581)));2154;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1218;MULTIPOLYGON (((911203.6700531901 6234507.400225883, 911207.1704009449 6234507.404125138, 911206.9492957212 6234499.2766593825, 911203.2863064634 6234499.267410794, 911203.6700531901 6234507.400225883)));2155;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1219;MULTIPOLYGON (((911739.8949037316 6234655.5397642115, 911740.6473285044 6234650.002790455, 911727.7399670195 6234648.909749955, 911727.1501864912 6234654.45208798, 911739.8949037316 6234655.5397642115)));2158;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.1220;MULTIPOLYGON (((911903.1290693694 6235791.965902078, 911896.4757262738 6235786.40701835, 911892.3122128143 6235791.720107175, 911898.8915865424 6235797.054075115, 911903.1290693694 6235791.965902078)));2159;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1221;MULTIPOLYGON (((911986.4143951925 6234921.073364575, 911996.7185582346 6234919.633805916, 911992.1675835854 6234884.889250023, 911981.6194257401 6234886.320762677, 911986.4143951925 6234921.073364575)));2166;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1222;MULTIPOLYGON (((911841.3765598044 6235105.497997515, 911836.383602241 6235106.334378123, 911837.3239848393 6235112.372117471, 911842.3132717293 6235111.646852095, 911841.3765598044 6235105.497997515)));2167;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.1223;MULTIPOLYGON (((911338.8734138019 6235170.58441162, 911347.6321106217 6235169.092962563, 911346.139557588 6235160.033789439, 911337.2995388282 6235161.522564218, 911338.8734138019 6235170.58441162)));2170;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1224;MULTIPOLYGON (((911399.4656463668 6234328.969610006, 911399.5075702283 6234332.641770694, 911402.6050713364 6234332.521274931, 911402.6371536191 6234329.074022154, 911399.4656463668 6234328.969610006)));2174;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1225;MULTIPOLYGON (((912164.2486707976 6234988.460591285, 912169.6373163166 6234987.971242653, 912169.1116575104 6234984.171858005, 912163.6527115002 6234984.325177049, 912164.2486707976 6234988.460591285)));2175;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1226;MULTIPOLYGON (((911407.6724158229 6234245.367994046, 911411.3876088039 6234246.26895962, 911413.2152498962 6234240.211159793, 911409.5886918805 6234239.090639641, 911407.6724158229 6234245.367994046)));2177;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1227;MULTIPOLYGON (((911724.8812455771 6234491.194389759, 911724.5530219305 6234493.741991467, 911728.6892794793 6234494.212085791, 911729.1061511793 6234491.444935637, 911724.8812455771 6234491.194389759)));2183;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1228;MULTIPOLYGON (((911972.2987947185 6234478.222471253, 911978.5309973619 6234479.318097654, 911978.9993324126 6234474.995354554, 911973.007414094 6234474.018896011, 911972.2987947185 6234478.222471253)));2184;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1229;MULTIPOLYGON (((912254.6501684946 6235139.725662668, 912259.0472874056 6235134.754188898, 912256.8959844059 6235133.348240035, 912252.82778141 6235138.219353201, 912254.6501684946 6235139.725662668)));2186;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1230;MULTIPOLYGON (((911413.8151449778 6234699.189288003, 911415.265026098 6234702.129149399, 911418.6575191924 6234700.461083881, 911417.2889552042 6234697.523899118, 911413.8151449778 6234699.189288003)));2187;Boundary2;yes;yes;1;0.0;0
buildings_lambert93.1231;MULTIPOLYGON (((912031.2512948283 6234120.319840104, 912029.1228204716 6234123.141704518, 912031.951398426 6234126.238481522, 912034.0058877371 6234123.191702524, 912031.2512948283 6234120.319840104)));2189;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1232;MULTIPOLYGON (((911055.703445913 6233624.662229826, 911059.4017751764 6233628.565803155, 911061.8260666541 6233626.643227983, 911058.7080006319 6233622.425015127, 911055.703445913 6233624.662229826)));2190;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1233;MULTIPOLYGON (((911344.5178671427 6234440.176340533, 911341.4980818611 6234440.4106558915, 911341.9100584553 6234445.207348303, 911345.0961372068 6234444.8672709195, 911344.5178671427 6234440.176340533)));2191;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1234;MULTIPOLYGON (((911968.4977031102 6234502.123964975, 911974.3232904038 6234503.206165042, 911974.6369405538 6234501.103035679, 911968.8113513767 6234500.020835314, 911968.4977031102 6234502.123964975)));2192;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1235;MULTIPOLYGON (((910932.5190321521 6235394.040270668, 910934.8255107536 6235385.773449745, 910927.4072963126 6235383.638741395, 910924.7719473146 6235392.005994997, 910932.5190321521 6235394.040270668)));2194;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1236;MULTIPOLYGON (((911686.7235679544 6234586.822686396, 911681.2862891529 6234586.309726665, 911681.0174239953 6234589.526699382, 911686.543343886 6234589.82010979, 911686.7235679544 6234586.822686396)));2195;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1237;MULTIPOLYGON (((912295.9288122128 6235456.999368231, 912297.9352798735 6235455.397185327, 912294.8819031424 6235451.736685367, 912292.9567416509 6235453.341557802, 912295.9288122128 6235456.999368231)));2197;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1238;MULTIPOLYGON (((912315.8257079109 6234067.430073675, 912312.8561275492 6234061.21388188, 912307.6482156321 6234063.600137276, 912310.1592454477 6234068.911273538, 912315.8257079109 6234067.430073675)));2199;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1239;MULTIPOLYGON (((912322.2492290116 6234116.920233181, 912326.7954954847 6234114.845823984, 912324.4902419688 6234103.312241619, 912319.6186742607 6234105.375897159, 912322.2492290116 6234116.920233181)));2200;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1240;MULTIPOLYGON (((912252.794093349 6235951.682153511, 912254.8192495146 6235951.971581436, 912255.5499970452 6235947.1014021365, 912253.2809387257 6235946.803909885, 912252.794093349 6235951.682153511)));2204;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1241;MULTIPOLYGON (((912611.5828976715 6235395.475451921, 912619.2720432178 6235409.078368463, 912624.257180456 6235406.017630332, 912616.7269759122 6235392.53120656, 912611.5828976715 6235395.475451921)));2206;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1242;MULTIPOLYGON (((912200.2163530246 6234264.612861579, 912201.6812179711 6234269.555667043, 912211.4502731743 6234267.097598052, 912210.0667365224 6234262.157477737, 912200.2163530246 6234264.612861579)));2207;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1243;MULTIPOLYGON (((911009.1632289883 6234812.909164689, 911016.1708889061 6234812.694523263, 911015.989024704 6234810.797548622, 911009.1439919261 6234811.017534797, 911009.1632289883 6234812.909164689)));2208;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1244;MULTIPOLYGON (((910902.3173550426 6234100.495675412, 910907.7258913975 6234101.896903035, 910908.2054990365 6234099.687942025, 910902.8819339017 6234098.1782690985, 910902.3173550426 6234100.495675412)));2209;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1245;MULTIPOLYGON (((912301.2105310828 6234125.346028991, 912296.2613378909 6234127.295898222, 912302.2004548525 6234139.728261475, 912306.8762818223 6234138.659250955, 912301.2105310828 6234125.346028991)));2210;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1246;MULTIPOLYGON (((910951.1263851507 6235127.46571528, 910951.8054042938 6235134.050882627, 910955.8115241586 6235133.515100079, 910955.2914793396 6235127.046390375, 910951.1263851507 6235127.46571528)));2215;Boundary3;yes;yes;1;0.0;0
buildings_lambert93.1247;MULTIPOLYGON (((912523.1166588705 6235719.689952438, 912519.6279825498 6235719.3519941, 912519.1777106872 6235723.1190903, 912522.581403649 6235723.565470526, 912523.1166588705 6235719.689952438)));2216;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1248;MULTIPOLYGON (((911346.836724724 6234035.799242295, 911359.1440411115 6234040.320043602, 911363.3503040613 6234028.778711155, 911351.0677308476 6234024.247592846, 911346.836724724 6234035.799242295)));2217;Boundary4;yes;yes;1;0.0;0
buildings_lambert93.1249;MULTIPOLYGON (((911739.9711573632 6234016.26915103, 911740.3697325271 6234014.057568792, 911734.7913025682 6234012.872506742, 911734.4703902351 6234015.197886226, 911739.9711573632 6234016.26915103)));2221;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1250;MULTIPOLYGON (((911180.4269749059 6234347.79136693, 911184.7890445206 6234348.824711765, 911185.8297462359 6234344.409513527, 911181.4640193826 6234343.487283407, 911180.4269749059 6234347.79136693)));2226;Boundary6;yes;yes;1;0.0;0
buildings_lambert93.1251;MULTIPOLYGON (((912062.0826756515 6234700.321860291, 912076.1870425853 6234699.675338878, 912075.3397000825 6234695.754096081, 912061.7195512496 6234696.527847657, 912062.0826756515 6234700.321860291)));2227;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1252;MULTIPOLYGON (((911902.5736849507 6234316.631126779, 911905.5935571278 6234316.397074936, 911905.4222810196 6234311.719507071, 911902.4024066669 6234311.953559009, 911902.5736849507 6234316.631126779)));2228;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1253;MULTIPOLYGON (((912195.6489246003 6235491.504204298, 912194.1922504079 6235488.786411023, 912191.1178243763 6235490.68703354, 912192.6594777654 6235493.296399383, 912195.6489246003 6235491.504204298)));2230;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1254;MULTIPOLYGON (((912525.848413594 6235558.489037397, 912527.7687780951 6235549.6537699485, 912507.6524995213 6235545.094636829, 912505.7284839922 6235554.041024283, 912525.848413594 6235558.489037397)));2231;Boundary1;yes;yes;1;0.0;0
buildings_lambert93.1255;MULTIPOLYGON (((912067.3041833905 6234155.214977875, 912065.2796367635 6234159.820042852, 912068.2445469922 6234161.252793908, 912070.3540878766 6234156.5393004995, 912067.3041833905 6234155.214977875)));2232;Boundary5;yes;yes;1;0.0;0
buildings_lambert93.1256;MULTIPOLYGON (((912174.6793883234 6234586.576354582, 912179.2032514263 6234585.168537018, 912177.7237701054 6234580.670207059, 912173.2812217558 6234582.080712733, 912174.6793883234 6234586.576354582)));2233;Boundary0;yes;yes;1;0.0;0
buildings_lambert93.1257;MULTIPOLYGON (((911637.7939580233 6234491.382418885, 911638.0774517136 6234487.720981708, 911634.913347339 6234487.394223104, 911634.6298554514 6234491.055660427, 911637.7939580233 6234491.382418885)));2235;Boundary7;yes;yes;1;0.0;0
buildings_lambert93.1258;MULTIPOLYGON (((912215.8245825905 6235051.011018172, 912219.3209794383 6235051.126583909, 912219.5413396403 6235044.45972579, 912216.1262508018 6235044.3468474895, 912215.8245825905 6235051.011018172)));2236;Boundary0;yes;yes;1;0.0;0
